respondent_id,q1_age_group,q1_age_numeric,q2_city,q3_occupation,q4_income_bracket,q4_income_numeric,q5_cups_per_day,q5_cups_numeric,q6_occ_early_morning,q6_occ_mid-morning_work,q6_occ_afternoon,q6_occ_evening,q6_occ_late_night,q7_flavour_pref,q8_ctx_at_home,q8_ctx_officecollege,q8_ctx_cafe,q8_ctx_rtd_onthego,q8_ctx_mixed,q9_tenure,q9_tenure_numeric,q10_entry_product,q11_cold_brew,q11_hot_brew_bags,q11_instant_coffee,q11_ground_coffee,q11_rtd_bottles,q11_subscription_box,q11_merchandise,q11_products_combined,n_categories_purchased,q12_purchase_freq,q12_freq_numeric,q13_ch_sleepy_owl_w,q13_ch_amazon,q13_ch_instagram,q13_ch_word_of_mout,q13_ch_offline_stor,q13_ch_influencer,q14_monthly_spend_inr,q15_share_of_wallet,q16_price_perception,q17_trig_discount,q17_trig_trusted_reco,q17_trig_curiosity,q17_trig_limited_edit,q17_trig_online_revie,q17_trig_sample,q17_trig_rarely_try_n,q18_gifting_behaviour,q19_subscription,q20_rec_responsiveness,q20_rec_numeric,q21_coffee_identity,q22_health_conscious,q22_health_numeric,brand_loyalty_score,is_single_category_buyer,is_enthusiast,is_gifter,is_subscriber,q23_crosssell_intent
SO_0950,22-25,23.5,Other,Self-Employed/Freelancer,Below 25k,1.0,1-2 cups,1.5,0,1,1,1,0,Smooth & Balanced,0,0,1,0,1,<3 months,1,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,2-3x/month,4,1,0,1,0,1,0,619.0,>75%,Slightly Overpriced,1,0,0,0,0,0,0,No And Wouldn't,Prefer One-Time,Almost Always,5.0,Daily Ritual,Somewhat Health-Conscious,3.0,7.3,1,0,0,0,Maybe
SO_0951,22-25,23.5,Pune,Working Professional,1L-2L,4.0,1-2 cups,1.5,1,1,0,0,0,No Preference,1,1,1,0,0,6-12 months,3,Cold Brew,1,0,1,0,1,0,0,Cold Brew|Instant Coffee|RTD Bottles,3,Monthly,3,0,1,0,1,0,0,819.0,51-75%,Overpriced,1,0,0,0,0,1,1,Yes - Multiple Times,Interested,Almost Always,4.0,Social Experience,Neutral,2.0,8.2,0,0,1,0,Maybe
SO_0952,26-30,28.0,Hyderabad,Student,50k-1L,3.0,3-4 cups,3.5,0,0,1,1,1,No Preference,1,0,0,0,0,1-2 years,4,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,0,1,1,0,1,1,996.0,25-50%,Fair Value,1,0,1,0,0,0,0,No But Would,Interested,Occasionally,3.0,Purely Functional,Somewhat Health-Conscious,3.0,6.9,1,0,0,0,Yes
SO_0953,18-21,19.5,Chennai,Working Professional,50k-1L,3.0,<1 cup,0.5,1,1,0,0,0,Sweet & Creamy,1,1,0,0,0,2+ years,5,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Every 2-3 months,2,0,1,1,1,0,0,714.0,51-75%,Fair Value,0,1,0,0,1,0,1,No And Wouldn't,Prefer One-Time,Almost Always,4.0,Daily Ritual,Somewhat Health-Conscious,1.0,8.9,1,0,0,0,Maybe
SO_0954,31-35,33.0,Bengaluru,Working Professional,Below 25k,1.0,1-2 cups,1.5,1,1,1,0,0,Light & Fruity,1,1,1,0,1,3-6 months,2,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Monthly,3,0,0,1,0,0,0,440.0,>75%,Fair Value,1,0,0,0,0,0,0,Yes - Multiple Times,Interested,Occasionally,3.0,Social Experience,Very Health-Conscious,4.0,6.8,1,0,1,0,No
SO_0955,22-25,23.5,Kolkata,Working Professional,1L-2L,4.0,1-2 cups,1.5,0,1,0,0,0,Smooth & Balanced,1,1,1,0,0,6-12 months,3,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Weekly+,5,0,0,0,0,1,1,920.0,25-50%,Fair Value,0,1,0,1,0,0,1,No And Wouldn't,Was Subscribed/Cancelled,Occasionally,3.0,Purely Functional,Neutral,2.0,7.0,1,0,0,0,No
SO_0956,22-25,23.5,Hyderabad,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,1,0,0,0,No Preference,1,1,0,1,0,1-2 years,4,Hot Brew Bags,1,1,1,1,1,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|RTD Bottles|Subscription Box,6,2-3x/month,4,0,1,0,0,0,1,874.0,51-75%,Slightly Overpriced,1,0,0,0,0,1,1,No But Would,Currently Subscribed,Occasionally,3.0,Still Exploring,Neutral,2.0,7.9,0,1,0,1,Yes
SO_0957,22-25,23.5,Chennai,Working Professional,50k-1L,3.0,3-4 cups,3.5,1,0,0,1,0,Light & Fruity,1,0,0,0,1,1-2 years,4,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Rarely,1,0,0,1,1,0,0,712.0,>75%,Fair Value,1,1,0,0,0,0,1,Yes - Multiple Times,Interested,Rarely,2.0,Social Experience,Very Health-Conscious,4.0,6.2,1,0,1,0,No
SO_0958,18-21,19.5,Pune,Working Professional,50k-1L,3.0,3-4 cups,3.5,0,0,0,1,0,No Preference,1,0,0,0,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,0,0,1,0,0,0,577.0,51-75%,Slightly Overpriced,0,0,1,0,0,0,0,No But Would,Was Subscribed/Cancelled,Occasionally,3.0,Purely Functional,Neutral,2.0,6.0,1,0,0,0,No
SO_0959,18-21,19.5,Delhi/NCR,Student,50k-1L,3.0,1-2 cups,1.5,0,1,0,0,0,Smooth & Balanced,1,0,0,1,0,<3 months,1,Cold Brew,1,0,1,0,0,0,0,Cold Brew|Instant Coffee,2,Every 2-3 months,2,1,1,1,0,0,0,773.0,25-50%,Fair Value,1,0,1,0,1,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Coffee Enthusiast,Not Health-Conscious,1.0,3.0,0,0,0,0,Maybe
SO_0960,26-30,28.0,Pune,Working Professional,Above 2L,5.0,3-4 cups,3.5,0,0,1,0,0,Smooth & Balanced,1,0,1,1,0,1-2 years,4,Ground Coffee,1,1,0,1,0,0,1,Cold Brew|Hot Brew Bags|Ground Coffee|Merchandise,4,Monthly,3,1,1,0,1,1,1,1140.0,25-50%,Excellent Value,0,0,1,0,0,0,0,No But Would,Prefer One-Time,Almost Always,4.0,Daily Ritual,Somewhat Health-Conscious,3.0,7.2,0,1,0,0,No
SO_0961,18-21,19.5,Mumbai,Working Professional,50k-1L,3.0,1-2 cups,1.5,1,1,0,0,0,Sweet & Creamy,1,1,0,0,0,1-2 years,4,Cold Brew,1,0,1,0,0,1,1,Cold Brew|Instant Coffee|Subscription Box|Merchandise,4,Every 2-3 months,2,0,0,0,1,0,1,833.0,25-50%,Slightly Overpriced,0,1,0,0,0,1,0,No But Would,Prefer One-Time,Rarely,2.0,Daily Ritual,Neutral,1.0,5.6,0,1,0,0,Yes
SO_0962,22-25,23.5,Delhi/NCR,Student,25k-50k,2.0,1-2 cups,1.5,1,1,0,0,1,Strong & Bold,1,0,0,0,0,1-2 years,4,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,2-3x/month,4,0,1,1,1,0,0,323.0,25-50%,Fair Value,0,0,1,0,0,0,1,No And Wouldn't,Interested,Occasionally,3.0,Daily Ritual,Neutral,2.0,6.9,1,0,0,0,Maybe
SO_0963,18-21,19.5,Delhi/NCR,Student,Above 2L,5.0,1-2 cups,1.5,1,0,0,0,0,No Preference,1,1,1,0,0,1-2 years,4,Instant Coffee,1,1,1,0,0,0,0,Cold Brew|Hot Brew Bags|Instant Coffee,3,Every 2-3 months,2,1,1,0,1,0,0,808.0,51-75%,Fair Value,1,0,0,0,1,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Coffee Enthusiast,Neutral,2.0,7.7,0,0,0,0,Yes
SO_0964,22-25,23.5,Other,Working Professional,50k-1L,3.0,<1 cup,0.5,1,1,1,0,1,Smooth & Balanced,0,0,0,0,1,6-12 months,3,Subscription Box,0,0,0,0,0,1,0,Subscription Box,1,Every 2-3 months,2,1,1,1,1,0,0,527.0,>75%,Overpriced,0,0,1,0,0,0,0,No And Wouldn't,Interested,Rarely,2.0,Still Exploring,Very Health-Conscious,4.0,6.1,1,0,0,0,No
SO_0965,22-25,23.5,Pune,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,1,1,0,0,No Preference,1,1,1,0,1,2+ years,5,Merchandise,1,1,0,0,0,0,1,Cold Brew|Hot Brew Bags|Merchandise,3,Weekly+,5,0,1,1,1,0,0,774.0,>75%,Fair Value,0,0,1,1,1,0,0,No And Wouldn't,Interested,Occasionally,3.0,Daily Ritual,Neutral,2.0,10.0,0,0,0,0,Yes
SO_0966,22-25,23.5,Chennai,Student,Below 25k,3.0,3-4 cups,3.5,1,1,0,0,1,Smooth & Balanced,1,0,1,0,0,1-2 years,4,Subscription Box,0,0,0,0,0,1,0,Subscription Box,1,2-3x/month,4,0,1,1,0,0,1,681.0,25-50%,Slightly Overpriced,0,0,0,0,0,1,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Social Experience,Very Health-Conscious,4.0,6.5,1,0,0,0,Yes
SO_0967,26-30,28.0,Chennai,Other,1L-2L,4.0,1-2 cups,1.5,1,1,0,0,1,Light & Fruity,0,1,0,0,1,6-12 months,3,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Monthly,3,0,1,0,0,0,0,855.0,25-50%,Fair Value,1,0,1,0,0,1,0,Yes - Once/Twice,Interested,Rarely,2.0,Daily Ritual,Neutral,2.0,5.4,1,0,1,0,No
SO_0968,22-25,23.5,Bengaluru,Working Professional,25k-50k,2.0,3-4 cups,3.5,0,0,1,1,0,Smooth & Balanced,1,1,0,0,0,2+ years,5,Instant Coffee,0,1,1,0,1,0,0,Hot Brew Bags|Instant Coffee|RTD Bottles,3,Monthly,3,0,0,0,1,0,1,958.0,25-50%,Fair Value,1,0,1,0,0,0,0,No But Would,Interested,Rarely,2.0,Purely Functional,Somewhat Health-Conscious,3.0,7.1,0,0,0,0,No
SO_0969,22-25,23.5,Other,Homemaker,50k-1L,3.0,1-2 cups,1.5,0,1,0,0,0,Light & Fruity,1,1,1,0,1,2+ years,5,Instant Coffee,1,0,1,1,0,1,0,Cold Brew|Instant Coffee|Ground Coffee|Subscription Box,4,Monthly,3,0,0,1,1,1,1,936.0,25-50%,Fair Value,0,1,0,1,0,0,0,No But Would,Prefer One-Time,Actively Ignore,1.0,Still Exploring,Neutral,2.0,6.4,0,1,0,0,Yes
SO_0970,22-25,23.5,Bengaluru,Working Professional,50k-1L,3.0,<1 cup,0.5,1,1,0,0,0,Smooth & Balanced,1,1,1,0,1,1-2 years,4,RTD Bottles,1,1,0,0,1,0,0,Cold Brew|Hot Brew Bags|RTD Bottles,3,Monthly,3,0,0,0,1,1,1,730.0,<25%,Slightly Overpriced,1,0,0,0,0,1,0,Yes - Multiple Times,Was Subscribed/Cancelled,Occasionally,3.0,Daily Ritual,Very Health-Conscious,4.0,6.4,0,0,1,0,Maybe
SO_0971,26-30,28.0,Delhi/NCR,Working Professional,25k-50k,3.0,<1 cup,0.5,1,1,0,1,0,No Preference,1,1,0,1,0,6-12 months,3,Subscription Box,0,0,0,0,0,1,0,Subscription Box,1,Every 2-3 months,2,1,1,1,1,0,0,597.0,25-50%,Fair Value,0,0,1,0,0,1,0,No But Would,Prefer One-Time,Almost Always,4.0,Daily Ritual,Neutral,1.0,6.1,1,0,0,0,Maybe
SO_0972,31-35,33.0,Mumbai,Self-Employed/Freelancer,50k-1L,3.0,1-2 cups,1.5,0,1,0,0,0,Light & Fruity,0,1,1,0,1,6-12 months,3,Hot Brew Bags,1,1,1,1,0,0,1,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|Merchandise,5,Monthly,3,0,1,1,0,0,1,899.0,51-75%,Excellent Value,1,0,0,0,0,1,1,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Social Experience,Not Health-Conscious,1.0,7.1,0,1,0,0,No
SO_0973,26-30,28.0,Pune,Working Professional,Below 25k,1.0,1-2 cups,1.5,1,0,1,0,0,Strong & Bold,1,0,0,0,0,3-6 months,2,Hot Brew Bags,1,1,0,0,0,0,0,Cold Brew|Hot Brew Bags,2,Monthly,3,1,0,0,1,0,1,473.0,<25%,Slightly Overpriced,0,0,1,0,0,1,0,No But Would,Prefer One-Time,Almost Always,1.0,Social Experience,Neutral,2.0,4.5,0,0,0,0,No
SO_0974,18-21,19.5,Chennai,Working Professional,25k-50k,2.0,<1 cup,0.5,0,1,1,0,0,Sweet & Creamy,1,1,0,0,1,3-6 months,2,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Weekly+,5,1,1,0,0,1,1,715.0,>75%,Slightly Overpriced,1,1,0,0,0,1,0,No But Would,Currently Subscribed,Actively Ignore,1.0,Coffee Enthusiast,Not Health-Conscious,1.0,7.7,1,0,0,1,Maybe
SO_0975,18-21,19.5,Delhi/NCR,Student,50k-1L,3.0,1-2 cups,1.5,0,0,1,1,0,Smooth & Balanced,1,0,0,1,0,6-12 months,3,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,2-3x/month,4,1,0,1,1,0,1,947.0,>75%,Overpriced,0,1,1,0,0,0,0,No And Wouldn't,Interested,Almost Always,4.0,Daily Ritual,Not Health-Conscious,1.0,9.1,1,0,0,0,Yes
SO_0976,18-21,19.5,Mumbai,Working Professional,50k-1L,3.0,1-2 cups,1.5,1,0,0,0,0,Smooth & Balanced,0,1,0,1,0,6-12 months,3,Ground Coffee,1,0,1,1,0,0,0,Cold Brew|Instant Coffee|Ground Coffee,3,Monthly,3,0,1,0,1,1,1,930.0,25-50%,Fair Value,1,1,0,0,0,0,0,No But Would,Prefer One-Time,Actively Ignore,1.0,Social Experience,Somewhat Health-Conscious,3.0,5.2,0,0,0,0,Yes
SO_0977,22-25,23.5,Pune,Student,1L-2L,4.0,1-2 cups,1.5,0,1,0,1,0,Strong & Bold,0,1,0,1,0,3-6 months,2,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,Every 2-3 months,2,0,1,0,0,0,0,847.0,>75%,Fair Value,1,0,0,0,0,0,0,Yes - Once/Twice,Prefer One-Time,Actively Ignore,1.0,Social Experience,Not Health-Conscious,1.0,5.2,1,0,1,0,No
SO_0978,18-21,19.5,Mumbai,Student,1L-2L,4.0,3-4 cups,3.5,0,1,1,0,0,Sweet & Creamy,1,0,0,0,0,2+ years,5,Hot Brew Bags,1,1,0,0,0,0,0,Cold Brew|Hot Brew Bags,2,Every 2-3 months,2,1,1,1,1,0,1,59.0,25-50%,Overpriced,1,1,0,0,1,0,0,No But Would,Prefer One-Time,Rarely,2.0,Still Exploring,Neutral,2.0,6.3,0,0,0,0,Yes
SO_0979,22-25,23.5,Chennai,Student,1L-2L,4.0,3-4 cups,3.5,1,1,0,1,0,Smooth & Balanced,1,1,1,0,1,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Every 2-3 months,2,0,0,1,1,0,1,905.0,>75%,Slightly Overpriced,1,0,0,0,1,0,0,No But Would,Prefer One-Time,Almost Always,4.0,Social Experience,Not Health-Conscious,1.0,7.7,1,0,0,0,Maybe
SO_0980,22-25,23.5,Other,Student,Below 25k,1.0,1-2 cups,1.5,0,0,0,0,1,Strong & Bold,0,1,0,0,0,6-12 months,3,Merchandise,1,1,0,0,0,0,1,Cold Brew|Hot Brew Bags|Merchandise,3,Monthly,3,0,0,1,0,1,0,462.0,51-75%,Excellent Value,0,0,1,1,0,1,0,Yes - Multiple Times,Interested,Occasionally,3.0,Still Exploring,Somewhat Health-Conscious,3.0,6.5,0,0,1,0,Yes
SO_0981,22-25,23.5,Bengaluru,Other,25k-50k,2.0,3-4 cups,3.5,0,1,1,0,0,No Preference,0,0,1,0,0,6-12 months,3,Cold Brew,1,1,0,0,0,0,0,Cold Brew|Hot Brew Bags,2,2-3x/month,4,0,0,0,1,1,0,839.0,25-50%,Fair Value,1,0,0,0,1,0,1,Yes - Once/Twice,Prefer One-Time,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,6.6,0,0,1,0,Maybe
SO_0982,26-30,28.0,Delhi/NCR,Student,50k-1L,3.0,3-4 cups,3.5,0,1,1,0,0,Sweet & Creamy,0,1,1,1,0,<3 months,1,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,0,0,0,0,0,1,927.0,>75%,Excellent Value,1,0,0,0,0,0,0,No But Would,Was Subscribed/Cancelled,Rarely,1.0,Daily Ritual,Neutral,2.0,4.6,1,0,0,0,No
SO_0983,18-21,19.5,Chennai,Working Professional,Above 2L,5.0,1-2 cups,1.5,0,1,0,0,1,Strong & Bold,0,0,1,1,1,2+ years,5,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Weekly+,5,1,1,1,1,0,0,953.0,25-50%,Fair Value,1,0,1,1,0,0,0,No But Would,Was Subscribed/Cancelled,Occasionally,3.0,Daily Ritual,Neutral,2.0,8.0,1,0,0,0,Maybe
SO_0984,18-21,19.5,Pune,Self-Employed/Freelancer,1L-2L,4.0,1-2 cups,1.5,1,0,1,0,0,Smooth & Balanced,1,1,0,1,1,3-6 months,2,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,1,1,1,0,0,0,823.0,>75%,Excellent Value,1,0,0,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Coffee Enthusiast,Not Health-Conscious,1.0,6.9,1,0,0,0,No
SO_0985,26-30,28.0,Bengaluru,Working Professional,1L-2L,4.0,<1 cup,0.5,1,1,0,1,0,Sweet & Creamy,1,1,1,0,1,6-12 months,3,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Weekly+,5,0,1,0,1,0,0,848.0,25-50%,Fair Value,1,0,0,1,0,0,1,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Daily Ritual,Very Health-Conscious,4.0,6.9,1,0,0,0,Yes
SO_0986,22-25,23.5,Other,Student,25k-50k,2.0,3-4 cups,3.5,1,0,0,1,0,Strong & Bold,0,0,0,0,1,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,0,1,0,0,1,0,778.5,25-50%,Fair Value,1,0,0,0,0,0,0,No But Would,Interested,Almost Always,4.0,Social Experience,Neutral,2.0,7.3,1,0,0,0,Maybe
SO_0987,26-30,28.0,Mumbai,Working Professional,25k-50k,2.0,1-2 cups,1.5,1,0,0,1,0,Sweet & Creamy,1,0,0,0,1,6-12 months,3,Cold Brew,1,0,1,1,1,0,1,Cold Brew|Instant Coffee|Ground Coffee|RTD Bottles|Merchandise,5,Monthly,3,1,0,0,0,0,0,939.0,<25%,Fair Value,1,0,0,1,0,0,0,Yes - Once/Twice,Prefer One-Time,Rarely,2.0,Purely Functional,Neutral,2.0,5.2,0,1,1,0,Maybe
SO_0988,22-25,23.5,Bengaluru,Working Professional,50k-1L,3.0,5+ cups,5.5,1,1,0,1,1,Smooth & Balanced,1,1,1,0,0,6-12 months,3,Instant Coffee,0,0,1,0,0,1,0,Instant Coffee|Subscription Box,2,Weekly+,5,1,0,1,1,0,0,1179.0,51-75%,Excellent Value,1,0,0,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Purely Functional,Not Health-Conscious,1.0,8.6,0,0,0,0,Yes
SO_0989,18-21,19.5,Chennai,Working Professional,25k-50k,2.0,3-4 cups,3.5,0,1,0,0,0,Light & Fruity,1,0,0,1,0,3-6 months,2,Cold Brew,1,1,1,1,1,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|RTD Bottles,5,Monthly,3,0,0,1,0,0,0,867.0,25-50%,Fair Value,1,0,1,0,0,1,0,No And Wouldn't,Currently Subscribed,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,4.8,0,1,0,1,No
SO_0990,26-30,28.0,Pune,Working Professional,Below 25k,1.0,1-2 cups,1.5,0,1,0,0,1,Smooth & Balanced,0,0,0,1,0,3-6 months,2,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Monthly,3,1,0,1,1,0,1,531.0,>75%,Slightly Overpriced,1,1,0,1,0,0,0,No And Wouldn't,Prefer One-Time,Almost Always,4.0,Purely Functional,Very Health-Conscious,4.0,7.4,1,0,0,0,Maybe
SO_0991,26-30,28.0,Mumbai,Other,Above 2L,5.0,1-2 cups,1.5,0,0,0,1,0,Light & Fruity,1,1,0,0,1,6-12 months,3,Cold Brew,1,1,1,1,1,0,1,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|RTD Bottles|Merchandise,6,Every 2-3 months,2,0,1,0,0,0,0,1015.0,51-75%,Excellent Value,0,1,1,0,1,0,0,Yes - Once/Twice,Prefer One-Time,Occasionally,3.0,Purely Functional,Somewhat Health-Conscious,3.0,5.7,0,1,1,0,Maybe
SO_0992,26-30,28.0,Pune,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,1,0,0,1,Strong & Bold,1,1,1,0,0,1-2 years,4,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Weekly+,5,0,0,0,0,1,0,570.0,25-50%,Overpriced,0,1,1,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Social Experience,Neutral,2.0,7.8,1,0,0,0,No
SO_0993,18-21,19.5,Bengaluru,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,1,1,0,0,Sweet & Creamy,1,0,0,1,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Weekly+,5,0,1,0,0,1,0,857.0,>75%,Slightly Overpriced,0,1,0,1,1,0,0,No But Would,Interested,Occasionally,3.0,Purely Functional,Not Health-Conscious,1.0,8.7,1,0,0,0,No
SO_0994,22-25,23.5,Delhi/NCR,Working Professional,Below 25k,1.0,1-2 cups,1.5,1,1,1,1,0,Strong & Bold,1,1,0,1,0,3-6 months,2,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Every 2-3 months,2,0,0,1,1,1,1,100.0,25-50%,Fair Value,0,1,1,0,0,0,0,No But Would,Currently Subscribed,Almost Always,1.0,Purely Functional,Neutral,5.0,2.8,1,0,0,1,No
SO_0995,22-25,23.5,Mumbai,Student,Above 2L,5.0,1-2 cups,1.5,0,1,0,0,0,Smooth & Balanced,1,1,1,0,0,<3 months,1,Cold Brew,1,0,0,0,0,1,0,Cold Brew|Subscription Box,2,2-3x/month,4,0,1,0,0,0,0,1016.0,25-50%,Fair Value,1,1,0,0,0,1,0,No But Would,Prefer One-Time,Occasionally,1.0,Purely Functional,Neutral,2.0,4.4,0,0,0,0,Yes
SO_0996,18-21,19.5,Pune,Self-Employed/Freelancer,50k-1L,3.0,1-2 cups,1.5,1,0,0,1,1,Strong & Bold,1,1,1,0,0,1-2 years,4,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Every 2-3 months,2,0,1,0,0,0,0,693.0,<25%,Fair Value,1,1,1,0,0,0,0,No But Would,Prefer One-Time,Occasionally,1.0,Social Experience,Somewhat Health-Conscious,3.0,5.5,1,0,0,0,No
SO_0997,31-35,33.0,Mumbai,Student,50k-1L,3.0,1-2 cups,1.5,0,0,1,0,0,Sweet & Creamy,1,0,0,0,0,6-12 months,3,Hot Brew Bags,1,1,1,1,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|Subscription Box,5,2-3x/month,4,0,1,0,1,0,0,1047.0,25-50%,Fair Value,0,0,1,1,1,0,0,No And Wouldn't,Currently Subscribed,Almost Always,4.0,Social Experience,Neutral,2.0,7.2,0,1,0,1,No
SO_0998,18-21,19.5,Delhi/NCR,Working Professional,Above 2L,5.0,5+ cups,5.5,0,0,1,0,0,Smooth & Balanced,1,0,0,0,0,<3 months,1,Hot Brew Bags,1,1,1,1,1,0,1,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|RTD Bottles|Merchandise,6,Monthly,3,0,1,0,1,0,0,1081.0,25-50%,Excellent Value,1,0,1,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Coffee Enthusiast,Somewhat Health-Conscious,3.0,4.6,0,1,0,0,Yes
SO_0999,31-35,33.0,Delhi/NCR,Self-Employed/Freelancer,25k-50k,2.0,<1 cup,0.5,1,1,0,0,0,Smooth & Balanced,0,0,1,1,0,1-2 years,4,Subscription Box,0,0,0,0,0,1,0,Subscription Box,1,Weekly+,5,0,1,1,0,0,0,768.0,25-50%,Excellent Value,1,1,0,1,0,0,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Purely Functional,Somewhat Health-Conscious,3.0,7.9,1,0,0,0,No
SO_1000,22-25,23.5,Kolkata,Working Professional,50k-1L,3.0,5+ cups,5.5,0,1,1,1,0,Smooth & Balanced,1,0,1,0,0,3-6 months,2,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,Monthly,3,0,1,1,0,1,1,739.0,51-75%,Fair Value,1,1,1,0,0,0,0,Yes - Multiple Times,Was Subscribed/Cancelled,Actively Ignore,1.0,Social Experience,Very Health-Conscious,4.0,4.9,1,0,1,0,No
SO_1001,18-21,19.5,Hyderabad,Working Professional,Below 25k,1.0,3-4 cups,3.5,1,0,0,0,0,Sweet & Creamy,1,1,0,1,0,6-12 months,3,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Every 2-3 months,2,1,1,1,0,1,0,457.0,51-75%,Slightly Overpriced,0,1,0,0,0,0,0,Yes - Once/Twice,Interested,Occasionally,3.0,Coffee Enthusiast,Somewhat Health-Conscious,3.0,5.6,1,0,1,0,No
SO_1002,22-25,23.5,Pune,Working Professional,25k-50k,2.0,1-2 cups,1.5,1,1,0,0,0,Smooth & Balanced,1,1,1,1,1,3-6 months,2,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,1,1,0,1,0,1,523.0,25-50%,Fair Value,1,1,0,0,0,1,0,No And Wouldn't,Prefer One-Time,Rarely,2.0,Social Experience,Neutral,2.0,3.6,1,0,0,0,Maybe
SO_1003,31-35,33.0,Delhi/NCR,Self-Employed/Freelancer,1L-2L,4.0,3-4 cups,3.5,0,0,0,0,1,Sweet & Creamy,1,0,0,0,0,2+ years,5,Instant Coffee,1,0,1,1,1,1,1,Cold Brew|Instant Coffee|Ground Coffee|RTD Bottles|Subscription Box|Merchandise,6,Every 2-3 months,2,0,1,1,1,0,0,1036.0,51-75%,Slightly Overpriced,0,0,1,0,0,1,1,Yes - Multiple Times,Prefer One-Time,Occasionally,3.0,Daily Ritual,Very Health-Conscious,4.0,7.8,0,1,1,0,Yes
SO_1004,26-30,28.0,Hyderabad,Working Professional,1L-2L,4.0,1-2 cups,1.5,1,1,1,0,1,Strong & Bold,1,0,1,1,0,3-6 months,2,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,1,1,1,0,0,1,725.0,25-50%,Fair Value,0,1,1,0,1,0,0,No But Would,Prefer One-Time,Rarely,2.0,Social Experience,Somewhat Health-Conscious,3.0,5.2,1,0,0,0,No
SO_1005,26-30,28.0,Bengaluru,Self-Employed/Freelancer,25k-50k,3.0,1-2 cups,1.5,1,1,1,0,0,Smooth & Balanced,0,1,0,0,0,6-12 months,3,Instant Coffee,0,0,1,0,1,0,0,Instant Coffee|RTD Bottles,2,Rarely,1,0,0,0,1,0,0,449.0,>75%,Slightly Overpriced,1,0,1,0,0,0,0,No And Wouldn't,Prefer One-Time,Actively Ignore,1.0,Social Experience,Very Health-Conscious,4.0,5.7,0,0,0,0,Yes
